neighborhood,title,price,bedrooms,pid,longitude,date,subregion,link,latitude,sqft
 (oakland east),rento casa en oakland,$1400,   / 2br -    ,4046258135,-122.186577,Sep 18 2013,East Bay,/eby/apa/4046258135.html,37.755128,   / 2br -    
 (fairfield / vacaville),Beautiful corner unit with upgrades!,$1095,   / 1br - 620ft² -    ,4076004046,,Sep 18 2013,East Bay,/eby/apa/4076004046.html,,   / 1br - 620ft² -    
 (danville / san ramon),Close to Iron Horse Middle School & SR Hospital,$2150,   / 2br - 1082ft² -    ,4051434920,-121.959962,Sep 18 2013,East Bay,/eby/apa/4051434920.html,37.779680,   / 2br - 1082ft² -    
 (dublin / pleasanton / livermore),"This Income/Investment is located at 1819 Barcelona Street, Livermore CA. ",$4000,   / 3584ft² -    ,4014978293,,Sep 18 2013,East Bay,/eby/apa/4014978293.html,,   / 3584ft² -    
 (dublin / pleasanton / livermore),Happy Valley Callippe Golf Course Home!! BEST VIEW IN PLEASANTON!!!,$4000,   / 4br - 2738ft² -    ,4044282541,,Sep 18 2013,East Bay,/eby/apa/4044282541.html,,   / 4br - 2738ft² -    
 (dublin / pleasanton / livermore),Fall is here and so is your 2x2 apt home!,$2135,   / 2br - 990ft² -    ,4075991157,-121.881970,Sep 18 2013,East Bay,/eby/apa/4075991157.html,37.689077,   / 2br - 990ft² -    
 (dublin / pleasanton / livermore),Walk to Walnut and Harvest Park and AVHS! ,$3500,   / 5br - 12700ft² -    ,4046245994,,Sep 18 2013,East Bay,/eby/apa/4046245994.html,,   / 5br - 12700ft² -    
 (dublin / pleasanton / livermore),"Near Interates 580 and 680, Dublin Bart, Shopping, Great Schools!! ",$2800,   / 3br - 1791ft² -    ,4059578166,-121.912751,Sep 18 2013,East Bay,/eby/apa/4059578166.html,37.705587,   / 3br - 1791ft² -    
 (dublin / pleasanton / livermore),"TRACY HOME 1079 Roy Frerichs Lane, Tracy",$1950,   / 4br - 2199ft² -    ,4014697955,-121.464329,Sep 18 2013,East Bay,/eby/apa/4014697955.html,37.720593,   / 4br - 2199ft² -    
 (dublin / pleasanton / livermore),TRACY HOME 2315 Redington Dr Tracy CA,$1800,   / 4br - 2788ft² -    ,4014538657,-121.457462,Sep 18 2013,East Bay,/eby/apa/4014538657.html,37.740721,   / 4br - 2788ft² -    
 (danville / san ramon),"~1 bd . 1ba condo for rent~ $1650/mo ~ private, quiet. gated complex",$1650,   / 1br - 657ft² -    ,4075932218,-121.944959,Sep 18 2013,East Bay,/eby/apa/4075932218.html,37.772852,   / 1br - 657ft² -    
 (Crockett Ca),Great 2 bed 1 bath Duplex everything is NEW!!!! 925-565-5767,$1300,   / 2br - 725ft² -    ,4021160303,-122.223879,Sep 18 2013,East Bay,/eby/apa/4021160303.html,38.050241,   / 2br - 725ft² -    
 (fairfield / vacaville),"Peaceful, Relaxing, Zen... 2x1 with $250 off your move in ",$1118,   / 2br - 955ft² -    ,4075891567,,Sep 18 2013,East Bay,/eby/apa/4075891567.html,,   / 2br - 955ft² -    
 (fremont / union city / newark),Huge living space! Ground floor & Convenient! Alderwood Park 2bd/2ba!,$1883,   / 2br - 909ft² -    ,4075929804,-122.037173,Sep 18 2013,East Bay,/eby/apa/4075929804.html,37.530537,   / 2br - 909ft² -    
 (fairfield / vacaville),1512 Montebello Dr ,$1350,   / 3br - 1260ft² -    ,4075927962,,Sep 18 2013,East Bay,/eby/apa/4075927962.html,,   / 3br - 1260ft² -    
 (vallejo / benicia),AMAZING VALLEJO HOUSE,$2095,   / 3br -    ,4075926374,,Sep 18 2013,East Bay,/eby/apa/4075926374.html,,   / 3br -    
 (dublin / pleasanton / livermore),"Jr 1 bedroom available in October, nice location with balcony.",$1500,   / 1br - 559ft² -    ,4075925088,,Sep 18 2013,East Bay,/eby/apa/4075925088.html,,   / 1br - 559ft² -    
 (danville / san ramon)," Very Spacious 2 master suites, 2 1/2 bath Oak",$2580,   / 2br - 1600ft² -    ,4075924861,-121.978020,Sep 18 2013,East Bay,/eby/apa/4075924861.html,37.779930,   / 2br - 1600ft² -    
 (danville / san ramon),2 bedroom 2 bath -Coming up October 18th,$2300,   / 2br - 1100ft² -    ,4075924844,,Sep 18 2013,East Bay,/eby/apa/4075924844.html,,   / 2br - 1100ft² -    
 (dublin / pleasanton / livermore),Fall in love with our spacious one bedroom! We love pets*!,$1765,   / 1br - 947ft² -    ,4075924530,-121.922600,Sep 18 2013,East Bay,/eby/apa/4075924530.html,37.716600,   / 1br - 947ft² -    
 (oakland north / temescal),4 BEDROOM IN SAFE NEIGHBORHOOD,$3500,   / 4br - 1530ft² -    ,4075920637,-122.265451,Sep 18 2013,East Bay,/eby/apa/4075920637.html,37.832298,   / 4br - 1530ft² -    
 (emeryville),THE COURTYARDS AT 65TH STREET,$2730,   / 2br - 1035ft² -    ,4076151830,-122.293468,Sep 18 2013,East Bay,/eby/apa/4076151830.html,37.846477,   / 2br - 1035ft² -    
 (fremont / union city / newark),"Tour The Rest, Then Come & Rent Here At The Best!! ",$1999,   / 2br - 910ft² -    ,4076132047,-122.043557,Sep 18 2013,East Bay,/eby/apa/4076132047.html,37.577100,   / 2br - 910ft² -    
 (san leandro),Luxury Townhome Living,$1725,   / 2br - 860ft² -    ,4076149598,-122.136941,Sep 18 2013,East Bay,/eby/apa/4076149598.html,37.679728,   / 2br - 860ft² -    
 (walnut creek),2bed*1ba*Private*Walk to BART*Av NOW,$1495,   / 2br - 1000ft² -    ,4076148772,-122.065766,Sep 18 2013,East Bay,/eby/apa/4076148772.html,37.919911,   / 2br - 1000ft² -    
 (pittsburg / antioch),Gorgeous 1-bed w/ walk-in closet available!,$910,   / 1br - 651ft² -    ,4076148297,-121.904173,Sep 18 2013,East Bay,/eby/apa/4076148297.html,38.022052,   / 1br - 651ft² -    
 (fairfield / vacaville),Beautiful Community! Spacious Two Bedroom! Washer & Dryer! Hurry!,$1294,   / 2br - 948ft² -    ,4076147634,,Sep 18 2013,East Bay,/eby/apa/4076147634.html,,   / 2br - 948ft² -    
 (oakland east),"Spacious 3 Bedroom Apartment,IN OAKLAND READY SOON.",$1400,   / 3br -    ,4076125196,,Sep 18 2013,East Bay,/eby/apa/4076125196.html,,   / 3br -    
 (oakland east),NICE 2 BEDROOM 1 BATH APARTMENT WITH GARAGE COME SEE IT TODAY*********,$1100,   / 2br -    ,4076087498,-122.165036,Sep 18 2013,East Bay,/eby/apa/4076087498.html,37.754387,   / 2br -    
 (hayward / castro valley),fully furnished living room for rent....for students,$700,      ,4076141720,,Sep 18 2013,East Bay,/eby/apa/4076141720.html,,      
 (dublin / pleasanton / livermore),Don't miss out on your new home!,$1675,   / 2br - 829ft² -    ,4076141200,-121.791279,Sep 18 2013,East Bay,/eby/apa/4076141200.html,37.680254,   / 2br - 829ft² -    
 (fremont / union city / newark),Fully Furnished Studio Suite Available Immediately,$1913,   / 1br -    ,4076082246,,Sep 18 2013,East Bay,/eby/apa/4076082246.html,,   / 1br -    
 (fairfield / vacaville),Beautifully Remodeled Single Family Home in Great Neighborhood,$1700,   / 3br - 1500ft² -    ,4075829446,-121.940722,Sep 18 2013,East Bay,/eby/apa/4075829446.html,38.341315,   / 3br - 1500ft² -    
 (pittsburg / antioch),2 bed 1 bath SECOND MONTH FREE IF MOVED IN BY 10/01/13,$998,   / 2br - 825ft² -    ,4045719498,-121.792766,Sep 18 2013,East Bay,/eby/apa/4045719498.html,38.006221,   / 2br - 825ft² -    
 (vallejo / benicia),AMAZING VALLEJO CONDO,$1395,   / 2br -    ,4075823739,,Sep 18 2013,East Bay,/eby/apa/4075823739.html,,   / 2br -    
 (concord / pleasant hill / martinez),RELAX FROM YOUR 1 BEDROOM APARTMENT HOME...,$1350,   / 1br - 660ft² -    ,4075741949,,Sep 18 2013,East Bay,/eby/apa/4075741949.html,,   / 1br - 660ft² -    
 (concord / pleasant hill / martinez),Unique Property in Single-family neighborhood Remodeled Semi-detached ,$2000,   / 4br -    ,4075767306,,Sep 18 2013,East Bay,/eby/apa/4075767306.html,,   / 4br -    
 (emeryville),APARTMENTS AVAILABLE FOR IMMEDIATE MOVE IN!,$3040,   / 2br - 1172ft² -    ,4075603297,-122.293468,Sep 18 2013,East Bay,/eby/apa/4075603297.html,37.846477,   / 2br - 1172ft² -    
 (concord / pleasant hill / martinez),Unique Pet Friendly 2BR With No Downstair Neighbors! Garage!,$2065,   / 2br - 1019ft² -    ,4075846362,,Sep 18 2013,East Bay,/eby/apa/4075846362.html,,   / 2br - 1019ft² -    
 (fremont / union city / newark),Luminous 3 bedroom w/ GENEROUS closet space!,$2565,   / 3br - 1511ft² -    ,4075846239,,Sep 18 2013,East Bay,/eby/apa/4075846239.html,,   / 3br - 1511ft² -    
 (fairfield / vacaville),One bedroom apt in Fairfield,$725,   / 1br - 450ft² -    ,4075842582,-122.040456,Sep 18 2013,East Bay,/eby/apa/4075842582.html,38.253594,   / 1br - 450ft² -    
 (oakland west),"4900 SQ FT NEXT 2 UNION ST. LOFTS, 1 MILE TO PORT OAKLAND 80/580/880",$4150,   / 4br - 4900ft² -    ,4064938835,-122.287235,Sep 18 2013,East Bay,/eby/apa/4064938835.html,37.814734,   / 4br - 4900ft² -    
 (fairfield / vacaville),Make Hidden Creek Your New Home - Bring Your Pet With You,$1150,   / 1br - 642ft² -    ,4075842070,,Sep 18 2013,East Bay,/eby/apa/4075842070.html,,   / 1br - 642ft² -    
 (richmond / point / annex),2 bedroom 1 bath apartment 2 blocks from Richmond BART station,$1275,   / 2br - 900ft² -    ,4067554198,,Sep 18 2013,East Bay,/eby/apa/4067554198.html,,   / 2br - 900ft² -    
 (brentwood / oakley),GREAT ONE STORY 3 BED 2 BATH ON THE 3RD GREEN - DISCOVERY BAY,$1795,   / 3br - 2123ft² -    ,4075710605,-121.600692,Sep 18 2013,East Bay,/eby/apa/4075710605.html,37.900594,   / 3br - 2123ft² -    
 (walnut creek), $$$  Newly renovated w/ Washer & Dryer  $$$ ,$1599,   / 1br - 600ft² -    ,4063080839,,Sep 18 2013,East Bay,/eby/apa/4063080839.html,,   / 1br - 600ft² -    
 (fairfield / vacaville), Beautifully Remodeled Single Family Home in Great Neighborhood ,$1700,   / 3br - 1500ft² -    ,4063968798,-121.940722,Sep 18 2013,East Bay,/eby/apa/4063968798.html,38.341315,   / 3br - 1500ft² -    
 (vallejo / benicia),AMAZING VALLEJO HOUSE,$2195,   / 4br -    ,4075717134,,Sep 18 2013,East Bay,/eby/apa/4075717134.html,,   / 4br -    
 (fremont / union city / newark), Single Family Home in a Quiet Neighborhood Near Great Schools,$3000,   / 4br - 2139ft² -    ,4070321351,-122.082574,Sep 18 2013,East Bay,/eby/apa/4070321351.html,37.582800,   / 4br - 2139ft² -    
 (fremont / union city / newark),Unbelievable2 BR Apartment with an Unbeatable Price!,$2400,   / 2br - 982ft² -    ,4075751978,-121.975581,Sep 18 2013,East Bay,/eby/apa/4075751978.html,37.553177,   / 2br - 982ft² -    
 (fairfield / vacaville),Beautifully Remodeled Single Family Home in Great Neighborhood,$1700,   / 3br - 1500ft² -    ,4070326017,-121.940722,Sep 18 2013,East Bay,/eby/apa/4070326017.html,38.341315,   / 3br - 1500ft² -    
 (fairfield / vacaville),Beautifully Remodeled Single Family Home in Great Neighborhood,$1700,   / 3br - 1500ft² -    ,4066038802,-121.940722,Sep 18 2013,East Bay,/eby/apa/4066038802.html,38.341315,   / 3br - 1500ft² -    
 (hayward / castro valley),Near CSUEB,$1350,   / 2br -    ,4075736224,-122.067000,Sep 18 2013,East Bay,/eby/apa/4075736224.html,37.637400,   / 2br -    
 (concord / pleasant hill / martinez),**Beautiful Downtown Concord Home**,$1685,   / 2br -    ,4075747947,-122.033473,Sep 18 2013,East Bay,/eby/apa/4075747947.html,37.979322,   / 2br -    
 (sonoma),Single family home in adult community,$2050,   / 2br - 1500ft² -    ,4076660431,-122.493192,Sep 18 2013,North Bay,/nby/apa/4076660431.html,38.267615,   / 2br - 1500ft² -    
 (santa rosa),MOVE IN READY,$1750,   / 3br - 1325ft² -    ,4076625874,-122.729998,Sep 18 2013,North Bay,/nby/apa/4076625874.html,38.466111,   / 3br - 1325ft² -    
 (santa rosa),Santa Rosa - Fountaingrove house for rent,$3500,   / 4br - 2500ft² -    ,4076649793,,Sep 18 2013,North Bay,/nby/apa/4076649793.html,,   / 4br - 2500ft² -    
 (tiburon / belvedere),Beautiful Summer sunsets await you and lazy days by the pool!,$3130,   / 2br -    ,4030327187,-122.463700,Sep 18 2013,North Bay,/nby/apa/4030327187.html,37.884300,   / 2br -    
 (tiburon / belvedere),Cozy Place By Fireplace for Fall Move-in with new Modern Amenities  ,$2346,   / 1br -    ,4046178266,-122.460740,Sep 18 2013,North Bay,/nby/apa/4046178266.html,37.881348,   / 1br -    
 (sausalito),2BR/1BA STUNNING Views! 2 car parking!  Fireplace! Laundry!  Pet Friendly!  PROG,$3250,   / 2br -    ,4076614099,-122.481228,Sep 18 2013,North Bay,/nby/apa/4076614099.html,37.845938,   / 2br -    
 (sausalito),2BR/1BA Charmer! Views and 2 Car Parking! Fireplace and Laundry!   PROGRESSIVE,$3100,   / 2br -    ,4076621947,-122.481228,Sep 18 2013,North Bay,/nby/apa/4076621947.html,37.845938,   / 2br -    
 (san rafael),Cozy Loft Apartment Blocks From Downtown San Rafael!,$1865,   / 1br - 475ft² -    ,4076605564,,Sep 18 2013,North Bay,/nby/apa/4076605564.html,,   / 1br - 475ft² -    
 (san rafael),Lovely 3-bedroom home for rent,$2675,   / 3br - 1100ft² -    ,4060178423,-122.516141,Sep 18 2013,North Bay,/nby/apa/4060178423.html,37.960880,   / 3br - 1100ft² -    
 (san rafael),Make Lofts at Albert Park Your New Home,$2221,   / 1br - 650ft² -    ,4076603349,,Sep 18 2013,North Bay,/nby/apa/4076603349.html,,   / 1br - 650ft² -    
 (napa county),"2BR, 1.5 BA fully furnished townhouse in North Napa ",$1600,      ,4076600666,,Sep 18 2013,North Bay,/nby/apa/4076600666.html,,      
 (rohnert pk / cotati),"Large Luxury 1 BR. Ground floor, close to all amenities. 11/4/13!",$1635,   / 1br - 790ft² -    ,4065890804,,Sep 18 2013,North Bay,/nby/apa/4065890804.html,,   / 1br - 790ft² -    
 (petaluma),We have a downstairs 1 bedroom unit available in mid October!,$1454,   / 1br - 661ft² -    ,4076226492,-122.615500,Sep 18 2013,North Bay,/nby/apa/4076226492.html,38.250700,   / 1br - 661ft² -    
 (santa rosa),"Our Townhomes are the Best!! Huge rooms, Luxury, Quiet, Clean, New!",$2249,   / 2br - 1655ft² -    ,4076199594,-122.726727,Sep 18 2013,North Bay,/nby/apa/4076199594.html,38.480755,   / 2br - 1655ft² -    
 (rohnert pk / cotati),2bd/2ba with W/D and fireplace~Gorgeous,$2035,   / 2br - 1240ft² -    ,4062720853,,Sep 18 2013,North Bay,/nby/apa/4062720853.html,,   / 2br - 1240ft² -    
 (santa rosa),Enjoy Our Beautifully Landscaped Park-Like Community,$1694,   / 2br -    ,4076214021,-122.748485,Sep 18 2013,North Bay,/nby/apa/4076214021.html,38.467148,   / 2br -    
 (lake county),Sweet 2 bdrm 1 bath ,$800,   / 2br - 800ft² -    ,4076203063,,Sep 18 2013,North Bay,/nby/apa/4076203063.html,,   / 2br - 800ft² -    
 (sausalito),"with loft, one bath floating home (houseboat) with views!",$2495,   / 1br -    ,4076179132,-122.505951,Sep 18 2013,North Bay,/nby/apa/4076179132.html,37.873256,   / 1br -    
 (napa county),"""Napa""3 bed*2 ba*Home*Avail Now!",$2100,   / 3br - 2000ft² -    ,4076190146,-122.256400,Sep 18 2013,North Bay,/nby/apa/4076190146.html,38.454900,   / 3br - 2000ft² -    
 (Tahoe Keys- South Lake Tahoe),Midweek $650- Full time $1200- Ski Lease SLT,,     ,4050311865,,Sep 18 2013,North Bay,/nby/apa/4050311865.html,,     
 (sausalito),Your personal sanctuary in the Marin Headlands in Sausalito,$2040,   / 1br - 612ft² -    ,4076116002,-122.514985,Sep 18 2013,North Bay,/nby/apa/4076116002.html,37.875826,   / 1br - 612ft² -    
 (santa rosa),Gorgeous Townhome in the Radiant Fountaingrove,$2199,   / 2br - 1400ft² -    ,4076067545,-122.725664,Sep 18 2013,North Bay,/nby/apa/4076067545.html,38.478182,   / 2br - 1400ft² -    
 (sausalito),Beautiful Craftsman/Brown Shingle View Home,$7850,   / 3br - 2800ft² -    ,4013956927,-122.483375,Sep 18 2013,North Bay,/nby/apa/4013956927.html,37.851764,   / 3br - 2800ft² -    
 (brentwood / oakley),"RENTED in DAYS, Top of the Hill, Golf Views!!!",$2895,   / 5br - 3285ft² -    ,4056519974,-121.796307,Sep 18 2013,East Bay,/eby/apa/4056519974.html,37.981654,   / 5br - 3285ft² -    
 (pittsburg / antioch),Spacious 2 bedroom with pool view at Mosaic Apartments,$1255,   / 2br - 874ft² -    ,4076307308,,Sep 18 2013,East Bay,/eby/apa/4076307308.html,,   / 2br - 874ft² -    
 (pittsburg / antioch),"Sunny, spacious apartment w/upgrades & remodeled bathroom",$1025,   / 2br -    ,4076307172,-121.816467,Sep 18 2013,East Bay,/eby/apa/4076307172.html,37.997421,   / 2br -    
 (pittsburg / antioch),Beautiful Lakeside Home!!!,$2150,   / 5br -    ,4076273295,-121.794241,Sep 18 2013,East Bay,/eby/apa/4076273295.html,38.010533,   / 5br -    
 (fremont / union city / newark),"BEAUTIFUL, LARGE TWO-STORY HOUSE IN FREMONT‏",$3500,   / 5br -    ,4076279411,,Sep 18 2013,East Bay,/eby/apa/4076279411.html,,   / 5br -    
 (hayward / castro valley),"Castro Valley Spacious Nice House, Available Now.",$2950,   / 4br - 2360ft² -    ,4044096552,,Sep 18 2013,East Bay,/eby/apa/4044096552.html,,   / 4br - 2360ft² -    
 (concord / pleasant hill / martinez),Lovely 2 Bed 1.5 Bath Condo in Concord,$1400,   / 2br -    ,4050896150,-122.037773,Sep 18 2013,East Bay,/eby/apa/4050896150.html,37.952222,   / 2br -    
 (dublin / pleasanton / livermore),TRACY HOME 341 Clarence Bromell Ct. Tracy CA,$1895,   / 4br - 2606ft² -    ,4014646571,-121.453975,Sep 18 2013,East Bay,/eby/apa/4014646571.html,37.731752,   / 4br - 2606ft² -    
 (danville / san ramon),Large floor plan with Washer/ Dryer ,$1801,   / 1br - 727ft² -    ,4076017087,-121.983673,Sep 18 2013,East Bay,/eby/apa/4076017087.html,37.778320,   / 1br - 727ft² -    
 (dublin / pleasanton / livermore),This is the community for you! A perfect Jr 1 bedroom awaits,$1693,   / 1br - 525ft² -    ,4075951397,,Sep 18 2013,East Bay,/eby/apa/4075951397.html,,   / 1br - 525ft² -    
 (hayward / castro valley),HOUSE available NOW!! w/yard & laundry hookups,$1495,   / 3br -    ,4076016922,-122.078374,Sep 18 2013,East Bay,/eby/apa/4076016922.html,37.674131,   / 3br -    
 (berkeley),home,$3000,   / 3br -    ,4076014500,-122.260087,Sep 18 2013,East Bay,/eby/apa/4076014500.html,37.861675,   / 3br -    
 (fairfield / vacaville),2 bedroom 2 bathroom Energy Efficient,$1628,   / 2br - 1240ft² -    ,4031429372,-122.035817,Sep 18 2013,East Bay,/eby/apa/4031429372.html,38.299878,   / 2br - 1240ft² -    
 (pittsburg / antioch),Newly Redone and Fresh Painted 2 Bed/2 Bath Apartment with a Bonus roo,$1100,   / 2br -    ,4029446193,-121.815277,Sep 18 2013,East Bay,/eby/apa/4029446193.html,38.012821,   / 2br -    
 (oakland downtown),Amazing water & S.F views. $250 off 1st month rent. $99 deposit. ,$2932,   / 2br - 1052ft² -    ,4075918005,-122.272693,Sep 18 2013,East Bay,/eby/apa/4075918005.html,37.791888,   / 2br - 1052ft² -    
 (oakland downtown),"Luxury is Waiting For You @ Domain! Washer/Dryer Inside, Fitness Ctr",$3280,   / 2br - 1201ft² -    ,4075867153,-122.275180,Sep 18 2013,East Bay,/eby/apa/4075867153.html,37.806227,   / 2br - 1201ft² -    
 (berkeley),Charming Apartment In Ideal Berkeley Neighborhood,$1995,   / 1br -    ,4041678173,-122.282166,Sep 18 2013,East Bay,/eby/apa/4041678173.html,37.881916,   / 1br -    
 (concord / pleasant hill / martinez),Rare 2 bedroom Fully Remodeled in Pleasant Hill! Come see today - open,$1695,   / 2br - 900ft² -    ,4075910348,,Sep 18 2013,East Bay,/eby/apa/4075910348.html,,   / 2br - 900ft² -    
 (oakland hills / mills),Nice Large Living room space 2Bd/1Ba Apartment Near Bart Station - Cal,$1095,   / 2br -    ,4047905631,-122.174832,Sep 18 2013,East Bay,/eby/apa/4047905631.html,37.774425,   / 2br -    
 (vallejo / benicia),AMAZING BENICIA HOUSE,$1895,   / 3br -    ,4075907672,,Sep 18 2013,East Bay,/eby/apa/4075907672.html,,   / 3br -    
 (fairfield / vacaville),A Must See! Fantastic Location! Beautiful One Bedroom Apt Home!,$1126,   / 1br - 740ft² -    ,4075742487,,Sep 18 2013,East Bay,/eby/apa/4075742487.html,,   / 1br - 740ft² -    
 (alameda),"Large, light & bright 1 BR on 2nd floor of turn-of-  century bldg ",$1240,   / 1br -    ,4075907435,-122.256203,Sep 18 2013,East Bay,/eby/apa/4075907435.html,37.771682,   / 1br -    
 (concord / pleasant hill / martinez),Pleasant Hill's Best Kept Secret*Lovely Home*Upgrades*Upstairs*Wifi!,$1345,   / 1br - 750ft² -    ,4075905909,,Sep 18 2013,East Bay,/eby/apa/4075905909.html,,   / 1br - 750ft² -    
 (danville / san ramon),Water View! All New! Studio!,$1450,   / 436ft² -    ,4076115050,,Sep 18 2013,East Bay,/eby/apa/4076115050.html,,   / 436ft² -    
